Date,Duration,Workout Name,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE,Notes
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Deadlift,1,88.184904874,15,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Deadlift,2,110.2311310925,8,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Deadlift,3,110.2311310925,8,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Deadlift,4,110.2311310925,8,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Iso-Lateral High Row,0,44.092452437,12,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Iso-Lateral High Row,1,55.11556554625,12,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Iso-Lateral High Row,2,55.11556554625,12,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Iso-Lateral High Row,3,55.11556554625,12,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Dumbbell Shrug,0,39.6832071933,25,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Dumbbell Shrug,1,39.6832071933,25,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Dumbbell Shrug,2,39.6832071933,25,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Dumbbell Curl,0,22.0462262185,10,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Dumbbell Curl,1,26.4554714622,10,0,0,,
2025-12-08 21:43:09,01 hours 10 minutes 43 seconds,,Dumbbell Curl,2,26.4554714622,10,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Incline Bench Press,0,44.092452437,20,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Incline Bench Press,1,66.1386786555,15,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Incline Bench Press,2,88.184904874,12,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Incline Bench Press,3,99.20801798325,8,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Incline Bench Press,4,99.20801798325,8,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Dumbbell Bench Press,0,35.2739619496,12,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Dumbbell Bench Press,1,35.2739619496,12,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Dumbbell Bench Press,2,35.2739619496,12,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Incline Dumbbell Fly,0,17.6369809748,12,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Incline Dumbbell Fly,1,17.6369809748,12,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Incline Dumbbell Fly,2,17.6369809748,12,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Seated Dip Machine,0,66.1386786555,15,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Seated Dip Machine,1,88.184904874,12,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Seated Dip Machine,2,88.184904874,12,0,0,,
2025-12-10 20:44:54,01 hours 05 minutes 30 seconds,,Seated Dip Machine,3,88.184904874,12,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Treadmill,0,0,0,2.2530816,600,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Deadlift,0,44.092452437,20,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Deadlift,1,110.2311310925,10,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Deadlift,2,132.277357311,8,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Deadlift,3,132.277357311,8,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Deadlift,4,132.277357311,8,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Iso-Lateral High Row,0,44.092452437,12,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Iso-Lateral High Row,1,55.11556554625,10,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Iso-Lateral High Row,2,66.1386786555,10,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Iso-Lateral High Row,3,66.1386786555,8,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Dumbbell Shrug,0,44.092452437,20,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Dumbbell Shrug,1,44.092452437,25,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Dumbbell Shrug,2,44.092452437,25,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Dumbbell Curl,0,26.4554714622,12,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Dumbbell Curl,1,26.4554714622,12,0,0,,
2025-12-15 21:00:53,00 hours 58 minutes 03 seconds,,Dumbbell Curl,2,26.4554714622,12,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Incline Dumbbell Bench Press,0,26.4554714622,12,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Incline Dumbbell Bench Press,1,35.2739619496,12,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Incline Dumbbell Bench Press,2,35.2739619496,10,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Incline Dumbbell Bench Press,3,35.2739619496,10,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Bench Press,0,110.2311310925,8,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Bench Press,1,110.2311310925,8,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Bench Press,2,121.25424420175,8,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Bench Press,3,121.25424420175,7,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Seated Dumbbell Shoulder Press,0,22.0462262185,10,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Seated Dumbbell Shoulder Press,1,22.0462262185,10,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Seated Dumbbell Shoulder Press,2,22.0462262185,9,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Dumbbell Lateral Raise,0,13.2277357311,15,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Dumbbell Lateral Raise,1,13.2277357311,15,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Dumbbell Lateral Raise,2,13.2277357311,15,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Tricep Rope Pushdown,0,24.912235626905,15,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Tricep Rope Pushdown,1,30.42379218153,15,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Tricep Rope Pushdown,2,30.42379218153,9,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Tricep Rope Pushdown,3,24.912235626905,6,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Tricep Rope Pushdown,4,19.84160359665,7,0,0,,
2026-01-05 20:10:56,01 hours 43 minutes 18 seconds,,Tricep Rope Pushdown,5,13.2277357311,5,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Incline Dumbbell Bench Press,0,26.4554714622,12,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Incline Dumbbell Bench Press,1,35.2739619496,12,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Incline Dumbbell Bench Press,2,35.2739619496,10,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Incline Dumbbell Bench Press,3,35.2739619496,10,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Bench Press,0,110.2311310925,8,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Bench Press,1,110.2311310925,8,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Bench Press,2,121.25424420175,8,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Bench Press,3,121.25424420175,7,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Seated Dumbbell Shoulder Press,0,22.0462262185,10,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Seated Dumbbell Shoulder Press,1,22.0462262185,10,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Seated Dumbbell Shoulder Press,2,22.0462262185,9,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Dumbbell Lateral Raise,0,13.2277357311,15,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Dumbbell Lateral Raise,1,13.2277357311,15,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Dumbbell Lateral Raise,2,13.2277357311,15,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Tricep Rope Pushdown,0,24.912235626905,15,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Tricep Rope Pushdown,1,30.42379218153,15,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Tricep Rope Pushdown,2,30.42379218153,9,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Tricep Rope Pushdown,3,24.912235626905,6,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Tricep Rope Pushdown,4,19.84160359665,7,0,0,,
2026-01-05 21:55:08,01 hours 44 minutes 12 seconds,,Tricep Rope Pushdown,5,13.2277357311,5,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Treadmill,0,0,0,1.2874752,420,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Deadlift,0,44.092452437,20,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Deadlift,1,110.2311310925,10,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Deadlift,2,132.277357311,8,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Deadlift,3,132.277357311,8,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Deadlift,4,132.277357311,8,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Lat Pulldown,0,154.3235835295,8,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Lat Pulldown,1,93.696461428625,12,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Lat Pulldown,2,110.2311310925,10,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Lat Pulldown,3,110.2311310925,12,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Seated Cable Row,0,46.958461845405,12,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Seated Cable Row,1,46.958461845405,12,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Seated Cable Row,2,46.958461845405,12,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Face Pull,0,22.0462262185,12,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Face Pull,1,33.06933932775,15,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,Face Pull,2,33.06933932775,15,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,EZ Bar Curl,0,44.092452437,15,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,EZ Bar Curl,1,49.604008991625,15,0,0,,
2026-01-07 20:04:34,01 hours 32 minutes 41 seconds,,EZ Bar Curl,2,49.604008991625,16,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Rowing Machine,0,0,0,1.30356864,300,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Seated Dumbbell Shoulder Press,0,22.0462262185,10,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Seated Dumbbell Shoulder Press,1,26.4554714622,10,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Seated Dumbbell Shoulder Press,2,26.4554714622,10,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Seated Dumbbell Shoulder Press,3,26.4554714622,10,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Dumbbell Front Raise,0,22.0462262185,10,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Dumbbell Front Raise,1,22.0462262185,10,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Dumbbell Front Raise,2,22.0462262185,10,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Tricep Rope Pushdown,0,30.42379218153,15,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Tricep Rope Pushdown,1,30.42379218153,15,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Tricep Rope Pushdown,2,30.42379218153,15,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Dumbbell Curl,0,22.0462262185,12,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Dumbbell Curl,1,22.0462262185,12,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Dumbbell Curl,2,22.0462262185,12,0,0,,
2026-01-09 20:42:04,00 hours 50 minutes 07 seconds,,Abdominal set,0,0,0,0,300,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Rowing Machine,0,0,0,1.30356864,300,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Squat,0,44.092452437,20,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Squat,1,88.184904874,12,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Squat,2,110.2311310925,10,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Squat,3,110.2311310925,10,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Squat,4,110.2311310925,10,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Romanian Deadlift,0,88.184904874,10,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Romanian Deadlift,1,88.184904874,10,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Romanian Deadlift,2,88.184904874,10,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Sled Leg Press,0,116.84499895805,15,0,0,,+53kg
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Sled Leg Press,1,205.02990383205,12,0,0,,+53kg
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Sled Leg Press,2,249.12235626905,12,0,0,,+53kg
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Sled Leg Press,3,293.21480870605,12,0,0,,+53kg
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Lying Leg Curl,0,93.696461428625,12,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Lying Leg Curl,1,93.696461428625,12,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Lying Leg Curl,2,93.696461428625,12,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Lying Leg Curl,3,93.696461428625,12,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Seated Calf Raise,0,60.627122100875,15,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Seated Calf Raise,1,104.719574537875,20,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Seated Calf Raise,2,104.719574537875,20,0,0,,
2026-01-13 22:04:26,01 hours 41 minutes 04 seconds,,Seated Calf Raise,3,104.719574537875,20,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Incline Dumbbell Bench Press,0,26.4554714622,12,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Incline Dumbbell Bench Press,1,35.2739619496,12,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Incline Dumbbell Bench Press,2,39.6832071933,10,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Incline Dumbbell Bench Press,3,39.6832071933,10,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Bench Press,0,110.2311310925,10,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Bench Press,1,121.25424420175,8,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Bench Press,2,121.25424420175,8,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Bench Press,3,121.25424420175,6,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Seated Dumbbell Shoulder Press,0,26.4554714622,12,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Seated Dumbbell Shoulder Press,1,26.4554714622,12,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Seated Dumbbell Shoulder Press,2,26.4554714622,11,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Dumbbell Lateral Raise,0,13.2277357311,14,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Dumbbell Lateral Raise,1,13.2277357311,16,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Dumbbell Lateral Raise,2,13.2277357311,16,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Dumbbell Lateral Raise,3,13.2277357311,16,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Tricep Rope Pushdown,0,30.42379218153,15,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Tricep Rope Pushdown,1,30.42379218153,15,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Tricep Rope Pushdown,2,30.42379218153,12,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Tricep Rope Pushdown,3,24.912235626905,6,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Tricep Rope Pushdown,4,19.84160359665,8,0,0,,
2026-01-14 20:34:33,01 hours 39 minutes 20 seconds,,Tricep Rope Pushdown,5,13.2277357311,12,0,0,,
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,Rowing Machine,0,0,0,1.30356864,300,,
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,Deadlift,0,44.092452437,20,0,0,,
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,Deadlift,1,110.2311310925,10,0,0,,
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,Deadlift,2,132.277357311,10,0,0,,
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,Deadlift,3,143.30047042025,8,0,0,,
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,Deadlift,4,143.30047042025,8,0,0,,
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,Lat Pulldown,0,93.696461428625,15,0,0,,"Keep 60 for now "
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,Lat Pulldown,1,110.2311310925,12,0,0,,"Keep 60 for now "
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,Lat Pulldown,2,132.277357311,8,0,0,,"Keep 60 for now "
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,Lat Pulldown,3,132.277357311,10,0,0,,"Keep 60 for now "
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,EZ Bar Curl,0,55.11556554625,15,0,0,,"25 was in the edge. The bar might be 12.5, not 10. So it was even 27.5"
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,EZ Bar Curl,1,49.604008991625,15,0,0,,"25 was in the edge. The bar might be 12.5, not 10. So it was even 27.5"
2026-01-18 15:48:39,01 hours 20 minutes 38 seconds,,EZ Bar Curl,2,49.604008991625,16,0,0,,"25 was in the edge. The bar might be 12.5, not 10. So it was even 27.5"
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Rowing Machine,0,0,0,1.30356864,300,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Bench Press,0,44.092452437,22,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Bench Press,1,110.2311310925,12,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Bench Press,2,121.25424420175,10,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Bench Press,3,121.25424420175,9,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Bench Press,4,121.25424420175,9,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Incline Dumbbell Bench Press,0,30.8647167059,15,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Incline Dumbbell Bench Press,1,39.6832071933,10,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Incline Dumbbell Bench Press,2,39.6832071933,12,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Incline Dumbbell Bench Press,3,39.6832071933,10,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Seated Dumbbell Shoulder Press,0,30.8647167059,11,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Seated Dumbbell Shoulder Press,1,30.8647167059,10,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Seated Dumbbell Shoulder Press,2,30.8647167059,10,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Dumbbell Lateral Raise,0,13.2277357311,15,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Dumbbell Lateral Raise,1,13.2277357311,18,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Dumbbell Lateral Raise,2,13.2277357311,20,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Dumbbell Lateral Raise,3,13.2277357311,20,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Tricep Rope Pushdown,0,30.42379218153,18,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Tricep Rope Pushdown,1,35.935348736155,12,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Tricep Rope Pushdown,2,35.935348736155,9,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Tricep Rope Pushdown,3,30.42379218153,3,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Tricep Rope Pushdown,4,24.912235626905,5,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Tricep Rope Pushdown,5,19.40067907228,8,0,0,,
2026-01-19 20:26:46,01 hours 47 minutes 38 seconds,,Tricep Rope Pushdown,6,13.889122517655,10,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Rowing Machine,0,0,0,1.30356864,300,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Bench Press,0,44.092452437,22,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Bench Press,1,110.2311310925,12,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Bench Press,2,121.25424420175,10,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Bench Press,3,121.25424420175,9,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Bench Press,4,121.25424420175,9,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Incline Dumbbell Bench Press,0,30.8647167059,15,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Incline Dumbbell Bench Press,1,39.6832071933,10,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Incline Dumbbell Bench Press,2,39.6832071933,12,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Incline Dumbbell Bench Press,3,39.6832071933,10,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Seated Dumbbell Shoulder Press,0,30.8647167059,11,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Seated Dumbbell Shoulder Press,1,30.8647167059,10,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Seated Dumbbell Shoulder Press,2,30.8647167059,10,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Dumbbell Lateral Raise,0,13.2277357311,15,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Dumbbell Lateral Raise,1,13.2277357311,18,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Dumbbell Lateral Raise,2,13.2277357311,20,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Dumbbell Lateral Raise,3,13.2277357311,20,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Tricep Rope Pushdown,0,30.42379218153,18,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Tricep Rope Pushdown,1,35.935348736155,12,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Tricep Rope Pushdown,2,35.935348736155,9,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Tricep Rope Pushdown,3,30.42379218153,3,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Tricep Rope Pushdown,4,24.912235626905,5,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Tricep Rope Pushdown,5,19.40067907228,8,0,0,,
2026-01-19 22:14:45,01 hours 48 minutes 00 seconds,,Tricep Rope Pushdown,6,13.889122517655,10,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Squat,0,44.092452437,20,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Squat,1,110.2311310925,12,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Squat,2,132.277357311,8,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Squat,3,132.277357311,8,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Squat,4,132.277357311,8,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Romanian Deadlift,0,110.2311310925,10,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Romanian Deadlift,1,110.2311310925,10,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Romanian Deadlift,2,110.2311310925,10,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Sled Leg Press,0,293.21480870605,12,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Sled Leg Press,1,337.30726114305,12,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Sled Leg Press,2,381.39971358005,12,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Sled Leg Press,3,381.39971358005,12,0,0,,
2026-01-21 20:22:44,01 hours 10 minutes 00 seconds,,Lying Leg Curl,0,93.696461428625,12,0,0,,
